condition,duration_mean,accuracy_mean,kills_mean,survivors_mean,focus_mean,switches_mean,spread_mean,descending_hz_mean
no_audio,15.75333333333347,0.47680621362397496,5.333333333333333,2.6666666666666665,1.2927721075469625,4.666666666666667,353.5105175545529,3606.8145111615886
audio,10.476666666666532,0.5360555809244258,6.166666666666667,1.8333333333333333,1.1563243092927917,5.333333333333333,374.69448863307565,3639.1898009495108
